,_id,temperatura,data_coleta
0,5dc20606ea2717e8db2b5550,19.75125602113884,2019-11-05 23:30:14.737
1,5dc20607ea2717e8db2b5551,17.758146999246865,2019-11-05 23:30:15.580
2,5dc20608ea2717e8db2b5552,18.586933362502833,2019-11-05 23:30:16.581
3,5dc20609ea2717e8db2b5553,23.713587396506483,2019-11-05 23:30:17.581
4,5dc2060aea2717e8db2b5554,27.50625808682789,2019-11-05 23:30:18.582
5,5dc2060bea2717e8db2b5555,19.515395983422227,2019-11-05 23:30:19.585
6,5dc2060cea2717e8db2b5556,28.81776877659566,2019-11-05 23:30:20.583
7,5dc2060dea2717e8db2b5557,21.188446851643505,2019-11-05 23:30:21.584
8,5dc2060eea2717e8db2b5558,15.264706695790611,2019-11-05 23:30:22.584
9,5dc2060fea2717e8db2b5559,23.001839229917863,2019-11-05 23:30:23.587
10,5dc20610ea2717e8db2b555a,18.98784369756444,2019-11-05 23:30:24.587
11,5dc20611ea2717e8db2b555b,27.47373344780346,2019-11-05 23:30:25.585
12,5dc20612ea2717e8db2b555c,21.515478769420945,2019-11-05 23:30:26.586
13,5dc20613ea2717e8db2b555d,23.297757910904117,2019-11-05 23:30:27.586
14,5dc20614ea2717e8db2b555e,26.680660986654644,2019-11-05 23:30:28.589
15,5dc20615ea2717e8db2b555f,18.82944531106623,2019-11-05 23:30:29.591
16,5dc20616ea2717e8db2b5560,15.106128844964939,2019-11-05 23:30:30.589
17,5dc20617ea2717e8db2b5561,25.4946008386713,2019-11-05 23:30:31.590
18,5dc20618ea2717e8db2b5562,20.885829262841515,2019-11-05 23:30:32.591
19,5dc20619ea2717e8db2b5563,27.573052710010252,2019-11-05 23:30:33.591
20,5dc2061aea2717e8db2b5564,24.83548685168946,2019-11-05 23:30:34.592
21,5dc2061bea2717e8db2b5565,18.892284559345942,2019-11-05 23:30:35.593
22,5dc2061cea2717e8db2b5566,18.639608535909808,2019-11-05 23:30:36.593
23,5dc2061dea2717e8db2b5567,24.769245851688737,2019-11-05 23:30:37.594
24,5dc2061eea2717e8db2b5568,20.780722710911114,2019-11-05 23:30:38.594
25,5dc2061fea2717e8db2b5569,21.201426469417314,2019-11-05 23:30:39.597
26,5dc20620ea2717e8db2b556a,20.19551202285531,2019-11-05 23:30:40.596
27,5dc20621ea2717e8db2b556b,27.46398676581635,2019-11-05 23:30:41.596
28,5dc20622ea2717e8db2b556c,17.74143368509739,2019-11-05 23:30:42.596
29,5dc20623ea2717e8db2b556d,26.24804782596649,2019-11-05 23:30:43.596
30,5dc20624ea2717e8db2b556e,28.971210281239117,2019-11-05 23:30:44.598
31,5dc20625ea2717e8db2b556f,18.790809786501825,2019-11-05 23:30:45.598
32,5dc20626ea2717e8db2b5570,27.813060483479784,2019-11-05 23:30:46.603
33,5dc20627ea2717e8db2b5571,27.03456680121714,2019-11-05 23:30:47.599
34,5dc20628ea2717e8db2b5572,18.749261957431585,2019-11-05 23:30:48.600
35,5dc20629ea2717e8db2b5573,28.965710015185188,2019-11-05 23:30:49.600
36,5dc2062aea2717e8db2b5574,21.235360039607073,2019-11-05 23:30:50.601
37,5dc2062bea2717e8db2b5575,28.88684978980517,2019-11-05 23:30:51.602
38,5dc2062cea2717e8db2b5576,20.075499917880432,2019-11-05 23:30:52.603
39,5dc2062dea2717e8db2b5577,24.871129707483473,2019-11-05 23:30:53.604
40,5dc2062eea2717e8db2b5578,17.75534850106973,2019-11-05 23:30:54.607
41,5dc2062fea2717e8db2b5579,18.78787575208828,2019-11-05 23:30:55.617
42,5dc20630ea2717e8db2b557a,18.891761140753307,2019-11-05 23:30:56.606
43,5dc20631ea2717e8db2b557b,25.90600869455201,2019-11-05 23:30:57.606
44,5dc20632ea2717e8db2b557c,28.96093570757786,2019-11-05 23:30:58.607
45,5dc20633ea2717e8db2b557d,20.824343236464692,2019-11-05 23:30:59.608
46,5dc20634ea2717e8db2b557e,18.119824329406388,2019-11-05 23:31:00.609
47,5dc20635ea2717e8db2b557f,20.71325837474536,2019-11-05 23:31:01.609
48,5dc20636ea2717e8db2b5580,28.2551859593372,2019-11-05 23:31:02.616
49,5dc20637ea2717e8db2b5581,26.712161442616758,2019-11-05 23:31:03.610
50,5dc20638ea2717e8db2b5582,23.001365432158032,2019-11-05 23:31:04.614
51,5dc20639ea2717e8db2b5583,21.039977337009038,2019-11-05 23:31:05.615
52,5dc2063aea2717e8db2b5584,18.72908407156623,2019-11-05 23:31:06.616
53,5dc2063bea2717e8db2b5585,21.35722413536643,2019-11-05 23:31:07.618
54,5dc2063cea2717e8db2b5586,19.181353311166163,2019-11-05 23:31:08.620
55,5dc2063dea2717e8db2b5587,27.415548405928135,2019-11-05 23:31:09.621
56,5dc2063eea2717e8db2b5588,26.762463364251573,2019-11-05 23:31:10.621
57,5dc2063fea2717e8db2b5589,27.932151612231536,2019-11-05 23:31:11.621
58,5dc20640ea2717e8db2b558a,22.601349173022665,2019-11-05 23:31:12.621
59,5dc20641ea2717e8db2b558b,20.36027410625382,2019-11-05 23:31:13.623
60,5dc20642ea2717e8db2b558c,16.118482504959736,2019-11-05 23:31:14.624
61,5dc20643ea2717e8db2b558d,15.710524922404648,2019-11-05 23:31:15.624
62,5dc20644ea2717e8db2b558e,29.486628421959438,2019-11-05 23:31:16.625
63,5dc20645ea2717e8db2b558f,26.21564966668403,2019-11-05 23:31:17.631
64,5dc20646ea2717e8db2b5590,18.684880455955124,2019-11-05 23:31:18.626
65,5dc20647ea2717e8db2b5591,26.645670011313346,2019-11-05 23:31:19.626
66,5dc20648ea2717e8db2b5592,15.072020889667575,2019-11-05 23:31:20.627
67,5dc20649ea2717e8db2b5593,26.411917311049336,2019-11-05 23:31:21.628
68,5dc2064aea2717e8db2b5594,23.030147761349504,2019-11-05 23:31:22.629
69,5dc2064bea2717e8db2b5595,22.331526671318837,2019-11-05 23:31:23.629
70,5dc2064cea2717e8db2b5596,18.43820073100908,2019-11-05 23:31:24.628
71,5dc2064dea2717e8db2b5597,20.790252237416222,2019-11-05 23:31:25.629
72,5dc2064eea2717e8db2b5598,20.95314361005635,2019-11-05 23:31:26.630
73,5dc2064fea2717e8db2b5599,26.739272556614598,2019-11-05 23:31:27.633
74,5dc20650ea2717e8db2b559a,20.313672017359572,2019-11-05 23:31:28.651
75,5dc20651ea2717e8db2b559b,16.24460964747206,2019-11-05 23:31:29.632
76,5dc20652ea2717e8db2b559c,29.201063644350278,2019-11-05 23:31:30.636
77,5dc20653ea2717e8db2b559d,23.739674392647096,2019-11-05 23:31:31.633
78,5dc20654ea2717e8db2b559e,20.73892040736463,2019-11-05 23:31:32.633
79,5dc20655ea2717e8db2b559f,21.44960485984009,2019-11-05 23:31:33.636
80,5dc20656ea2717e8db2b55a0,22.80297759930905,2019-11-05 23:31:34.639
81,5dc20657ea2717e8db2b55a1,24.884407688035896,2019-11-05 23:31:35.636
82,5dc20658ea2717e8db2b55a2,28.979488385813227,2019-11-05 23:31:36.636
83,5dc20659ea2717e8db2b55a3,17.57129436427295,2019-11-05 23:31:37.637
84,5dc2065aea2717e8db2b55a4,27.488259871473502,2019-11-05 23:31:38.638
85,5dc2065bea2717e8db2b55a5,20.762415061686212,2019-11-05 23:31:39.638
86,5dc2065cea2717e8db2b55a6,17.65273750511659,2019-11-05 23:31:40.639
87,5dc2065dea2717e8db2b55a7,28.148271410742872,2019-11-05 23:31:41.639
88,5dc2065eea2717e8db2b55a8,17.611256452825167,2019-11-05 23:31:42.640
89,5dc2065fea2717e8db2b55a9,26.4649275276752,2019-11-05 23:31:43.640
90,5dc20660ea2717e8db2b55aa,20.55569300696473,2019-11-05 23:31:44.641
91,5dc20661ea2717e8db2b55ab,15.988832018748258,2019-11-05 23:31:45.641
92,5dc20662ea2717e8db2b55ac,28.618996578895004,2019-11-05 23:31:46.641
93,5dc20663ea2717e8db2b55ad,18.93618333615057,2019-11-05 23:31:47.644
94,5dc20664ea2717e8db2b55ae,15.334754628937645,2019-11-05 23:31:48.642
95,5dc20665ea2717e8db2b55af,28.293152001137358,2019-11-05 23:31:49.643
96,5dc20666ea2717e8db2b55b0,17.901641860277977,2019-11-05 23:31:50.645
97,5dc20667ea2717e8db2b55b1,23.210970387072926,2019-11-05 23:31:51.645
98,5dc20668ea2717e8db2b55b2,18.64106845326426,2019-11-05 23:31:52.645
99,5dc20669ea2717e8db2b55b3,23.469213169039236,2019-11-05 23:31:53.645
100,5dc2066aea2717e8db2b55b4,24.614972143277324,2019-11-05 23:31:54.646
101,5dc2066bea2717e8db2b55b5,24.4246864469452,2019-11-05 23:31:55.646
102,5dc2066cea2717e8db2b55b6,28.50909425932778,2019-11-05 23:31:56.647
103,5dc2066dea2717e8db2b55b7,18.30815235610963,2019-11-05 23:31:57.648
104,5dc2066eea2717e8db2b55b8,19.496080200006052,2019-11-05 23:31:58.648
105,5dc2066fea2717e8db2b55b9,25.400279010732888,2019-11-05 23:31:59.648
106,5dc20670ea2717e8db2b55ba,21.1842397696238,2019-11-05 23:32:00.649
107,5dc20671ea2717e8db2b55bb,29.876605990987816,2019-11-05 23:32:01.651
108,5dc20672ea2717e8db2b55bc,20.457018514405707,2019-11-05 23:32:02.651
109,5dc20673ea2717e8db2b55bd,21.62620294750366,2019-11-05 23:32:03.654
110,5dc20674ea2717e8db2b55be,17.761233506679638,2019-11-05 23:32:04.652
111,5dc20675ea2717e8db2b55bf,28.534970966574118,2019-11-05 23:32:05.652
112,5dc20676ea2717e8db2b55c0,18.411157785926424,2019-11-05 23:32:06.661
113,5dc20677ea2717e8db2b55c1,18.55452519053648,2019-11-05 23:32:07.654
114,5dc20678ea2717e8db2b55c2,22.566571709981236,2019-11-05 23:32:08.656
115,5dc20679ea2717e8db2b55c3,21.05485358201777,2019-11-05 23:32:09.656
116,5dc2067aea2717e8db2b55c4,17.029809408303294,2019-11-05 23:32:10.656
117,5dc2067bea2717e8db2b55c5,19.15212381749382,2019-11-05 23:32:11.657
118,5dc2067cea2717e8db2b55c6,17.019051470113723,2019-11-05 23:32:12.656
119,5dc2067dea2717e8db2b55c7,25.531559937342962,2019-11-05 23:32:13.657
120,5dc2067eea2717e8db2b55c8,28.550941918434635,2019-11-05 23:32:14.660
121,5dc2067fea2717e8db2b55c9,24.471300751384543,2019-11-05 23:32:15.658
122,5dc20680ea2717e8db2b55ca,18.708847685049566,2019-11-05 23:32:16.659
123,5dc20681ea2717e8db2b55cb,24.747356252655116,2019-11-05 23:32:17.659
124,5dc20682ea2717e8db2b55cc,15.99224573629308,2019-11-05 23:32:18.661
125,5dc20683ea2717e8db2b55cd,17.029157560439614,2019-11-05 23:32:19.660
126,5dc20684ea2717e8db2b55ce,20.121061128258333,2019-11-05 23:32:20.660
127,5dc20685ea2717e8db2b55cf,25.651219785007008,2019-11-05 23:32:21.664
128,5dc20686ea2717e8db2b55d0,16.323245939505732,2019-11-05 23:32:22.664
